Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,BIO,Faltas_BIO,ETI,Faltas_ETI,APL,Faltas_APL,APL0,Faltas_APL0,EJE,Faltas_EJE,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
708ffccb-a0d2-46b9-99de-29ed92e73d44,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,8,0,10,0,10,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
40bb3b6d-b993-4c00-9112-48a504c3f059,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,9,0,7,0,9,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
a322e1ea-e230-4c1f-8d8a-f1512c53ebdc,M,No,ENFERMERIA GENERAL,MATUTINO,6,2,7,0,8,0,9,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
f5a31685-2e63-4fe1-aeba-e0305de2459f,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,10,0,9,0,10,0,9,0,10,2,10,0,AC,0,AC,0,AC,0,AC,0,,
fac666c9-7dfc-4107-8dc1-d5ef2d1dc793,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,8,0,7,0,9,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
8ef152e3-28eb-4fd1-8b2d-f56b61f00212,M,No,ENFERMERIA GENERAL,MATUTINO,9,0,8,0,8,0,10,0,9,0,10,0,9,0,AC,0,AC,0,AC,0,AC,0,,
c0b452a6-bb1a-493f-ab2f-af0f421c9355,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,0,9,0,10,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
1329b9d3-1452-4873-8d19-7a91c4ccc1f4,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,10,0,8,0,9,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
7445b853-c7c4-4b9b-a98f-06cde7b79d51,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,8,0,9,1,8,1,9,0,10,3,10,0,AC,0,AC,0,AC,0,AC,0,,
036df128-8808-4e57-957a-1f30227c5f51,M,No,ENFERMERIA GENERAL,MATUTINO,9,0,10,0,9,2,10,0,9,0,10,0,9,0,AC,0,AC,0,AC,0,AC,0,,
49b907a9-ecfa-4ab9-819c-a481686fdd89,F,No,ENFERMERIA GENERAL,MATUTINO,6,2,9,0,6,9,10,0,9,0,10,0,8,0,AC,0,AC,0,AC,0,AC,0,,
4da9aacc-b129-458d-b7ad-ef5d64fa0c9f,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,0,9,0,10,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
374aee01-6a88-4238-90e2-96b996b1bf35,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,0,10,0,10,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
909a3546-f48b-40ff-81a0-324205d2c022,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,8,0,7,0,9,0,8,0,9,2,9,0,AC,0,AC,0,AC,0,AC,0,,
3a6a2ce0-d818-4bbf-83c9-ee8aaa37e651,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,9,0,9,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
3c72928c-569b-4486-80e0-ddc19a34504d,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,5,3,5,2,8,1,8,0,9,2,8,0,NA,0,AC,0,AC,0,AC,0,,
eaba121c-ed99-462a-badc-498aa9176fc5,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,5,3,5,2,9,0,8,0,9,2,8,0,NA,0,AC,0,AC,0,AC,0,,
854ac544-8744-4d8a-b1f6-10536ec94877,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,8,0,7,0,9,0,8,0,10,0,8,0,AC,0,AC,0,AC,0,AC,0,,
60955c4f-a0a3-485e-9e0e-78a9af3d8e97,M,No,ENFERMERIA GENERAL,MATUTINO,9,0,10,0,9,0,9,0,9,0,10,3,10,0,AC,0,AC,0,AC,0,AC,0,,
64efdbc8-f7e8-432b-a6d5-f1e8234ff612,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,8,0,8,0,9,0,8,0,9,2,9,0,AC,0,AC,0,AC,0,AC,0,,
341b9949-4733-4409-b73f-7c5d388ebeda,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,7,0,9,0,9,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
eea28705-2ee7-4e5d-96c2-d55d437720eb,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,8,0,5,2,9,0,9,0,9,2,10,0,AC,0,AC,0,AC,0,AC,0,,
9b1fa0bc-2765-4fd1-aebf-65bcf69253b8,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,7,0,7,2,8,1,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
f79b04f8-f155-4c33-a2d5-7c5883fb5405,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,8,0,9,0,10,1,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
63cb429f-c66f-438e-820a-8ac2d7882aee,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,8,0,10,0,9,0,8,0,10,2,10,0,AC,0,AC,0,AC,0,AC,0,,
b62502a3-4e30-4cb2-a71f-08e49ae295e1,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,0,9,1,9,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
924ea948-fbe8-4078-9785-e4337523d747,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,9,0,10,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
6900a5ac-f0b6-4606-afe2-cca60fc98e5e,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,0,8,0,10,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
1d29c499-af5c-42e2-a2e3-c81a61db82af,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,0,8,0,10,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
43d4b419-20cd-4513-8e65-3a313e3fbb63,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,5,0,8,1,9,0,8,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,,
92bf0211-9498-4665-9e6b-fe249ce7f6fd,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,7,2,9,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
1b1127a2-2e42-4545-9fb2-cb68d84e43fc,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,6,0,7,0,8,1,7,0,10,0,10,0,NA,0,AC,0,AC,0,AC,0,,
429cd817-e8f5-4ce0-9c89-a0eb04475662,F,No,ENFERMERIA GENERAL,MATUTINO,8,2,6,0,8,0,9,0,9,0,10,0,9,0,AC,0,AC,0,AC,0,AC,0,,
3b94fc43-8f78-43cf-b400-5e158705f5ff,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,9,2,10,1,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
