Id Unico,Genero,Repetidor,Especialidad,Turno,ÁLG,Faltas_ÁLG,ING,Faltas_ING,QUÍ,Faltas_QUÍ,TEC,Faltas_TEC,LÓG,Faltas_LÓG,LEC,Faltas_LEC,ANA,Faltas_ANA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
a29310b5-7f3a-4abc-9388-f6dfed3cda35,F,Si,ENFERMERIA GENERAL,MATUTINO,5,12,,,,,,,,,,,,,,,,,,,,,,
6ec67fd0-06a5-4413-b7fa-0d62428e3739,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,0,,
7947f749-0faf-4ce5-bff0-6064a4d01e03,F,No,ENFERMERIA GENERAL,MATUTINO,5,1,10,0,9,2,10,0,9,4,9,4,AC,0,AC,0,AC,0,AC,0,AC,0,,
cbc0bf38-0e27-46c1-bae7-01cf574a3760,F,No,ENFERMERIA GENERAL,MATUTINO,6,1,7,0,7,0,10,0,8,2,6,2,NA,0,AC,0,AC,0,AC,0,AC,0,,
e4994ddb-4187-4fef-b240-2b562e978a9a,F,No,ENFERMERIA GENERAL,MATUTINO,5,3,8,1,9,2,10,0,7,2,7,4,AC,0,AC,0,AC,0,AC,0,AC,0,,
fed2efb2-1ad6-4159-a4bb-bfc369afdc4a,F,No,ENFERMERIA GENERAL,MATUTINO,7,2,10,2,9,0,10,0,7,5,7,2,NA,0,AC,0,AC,0,AC,0,NA,0,,
209783b5-06b2-4704-9493-622cf4820e30,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,9,2,10,0,8,2,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
5e9925d5-7a23-4c18-bcb2-1718162c6236,F,Si,ENFERMERIA GENERAL,MATUTINO,5,3,,,5,10,,,,,,,,,,,,,,,,,,
e95dccc3-5e52-4005-8e9f-958058d32fd9,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,10,0,10,0,10,0,9,2,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
e26a913b-a592-4e72-8a5a-0293cc26a7fe,F,No,ENFERMERIA GENERAL,MATUTINO,5,3,9,1,8,0,10,0,7,3,7,4,AC,0,AC,0,AC,0,AC,0,AC,0,,
3d19512d-3b9d-4b50-b468-d24c46c41a04,M,No,ENFERMERIA GENERAL,MATUTINO,10,1,7,4,10,4,10,0,5,6,8,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
11ea02d7-4611-4bcb-8078-9a034ad5a023,M,No,ENFERMERIA GENERAL,MATUTINO,5,1,10,0,8,0,10,0,9,2,7,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
59aafd35-4a38-45d2-83cd-7f55ebcaae03,M,No,ENFERMERIA GENERAL,MATUTINO,5,2,9,2,8,2,10,0,7,2,6,1,AC,0,AC,0,AC,0,AC,0,AC,0,,
a0dc83b9-63e9-4743-84f7-19308ffdb6fe,F,No,ENFERMERIA GENERAL,MATUTINO,6,1,9,0,8,6,10,0,9,4,8,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
3ee43815-7d79-4cf0-9bad-845545783d98,F,No,ENFERMERIA GENERAL,MATUTINO,5,1,7,3,7,0,10,0,8,3,7,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
d4001ecd-2b1a-496d-9d53-512ca6f9047a,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,9,1,9,0,10,0,9,4,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
c1136d1a-4697-4b11-a0dd-749e2ddcfaa7,F,No,ENFERMERIA GENERAL,MATUTINO,8,1,9,3,9,4,10,0,7,4,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
fc4a3787-c714-4406-9409-028a03cbb5b2,F,No,ENFERMERIA GENERAL,MATUTINO,5,7,5,8,6,2,10,0,5,6,5,6,NA,0,AC,0,NA,0,NA,0,AC,0,,
13513c94-8628-41bd-a5c6-f6b9aafade58,F,No,ENFERMERIA GENERAL,MATUTINO,10,1,9,0,10,0,10,0,10,2,8,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
15ff05fa-00aa-4771-9041-184cb07768cc,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,10,0,9,0,10,0,8,2,8,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
61927835-95ab-420b-b9b8-1e8afe7a1620,F,No,ENFERMERIA GENERAL,MATUTINO,5,1,8,0,10,0,10,0,9,4,5,2,AC,0,AC,0,AC,0,AC,0,AC,0,,
de91e6a6-0750-4568-b63e-1fe075f55ba3,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,7,0,9,0,10,0,7,2,8,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
3c238d56-caa0-438b-a963-e6cfd2f52a99,F,No,ENFERMERIA GENERAL,MATUTINO,5,8,5,11,5,10,5,10,NP,14,5,11,NA,0,AC,0,NA,0,NA,0,NA,0,,
8d0615f6-6527-41f9-9eb0-f37212f1076c,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,8,2,9,6,10,0,8,2,7,2,AC,0,AC,0,AC,0,AC,0,AC,0,,
