Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,ECO,Faltas_ECO,REA,Faltas_REA,REA0,Faltas_REA0,REA1,Faltas_REA1,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TAL3,Faltas_TAL3,TAL4,Faltas_TAL4,TUT,Faltas_TUT
711c8aac-7980-451e-b88b-295da40b6314,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,8,0,8,2,9,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
80b5fd9b-de90-40c1-a7ab-26433bb54203,F,Si,ENFERMERIA GENERAL,MATUTINO,5,0,NP,15,,,,,,,,,,,,,,,,,,,,,,,,
bfcd51f7-49a1-42b8-85f6-e98162d44469,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,10,0,6,5,8,0,9,4,10,8,8,0,AC,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
374aee01-6a88-4238-90e2-96b996b1bf35,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,9,0,9,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
70aac3cf-bf31-4a1a-af6f-8ab065e0dea3,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,5,0,10,3,9,0,9,0,8,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
d2a270b8-911d-47ff-b539-06ff4ed123eb,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,10,6,10,0,8,2,9,1,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
8620f1ba-23f2-4bf1-a87c-a1026f16436c,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,NP,24,5,1,5,14,8,1,9,0,AC,0,NA,0,NA,0,NA,0,NA,0,NA,0,,
0d35cd95-0cc9-435e-98dd-8f3983765ccf,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,10,0,10,0,10,0,10,0,9,1,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
05de5053-e6ba-4335-b956-9752b0f9cb35,F,Si,ENFERMERIA GENERAL,MATUTINO,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,
61d22298-2a36-4c07-ac50-27c92edfe318,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,6,0,9,1,10,0,8,10,8,1,10,0,AC,0,AC,0,AC,0,NA,0,AC,0,NA,0,,
f2ef78bb-b8e2-4114-8434-6415721f99b9,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,0,10,0,10,0,9,0,10,1,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
7f05f0b8-2ca2-4f56-b6d8-2aa8840d3275,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,10,0,10,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
c7402c74-f862-460b-b77f-cf51e2ad0b64,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,0,9,0,9,2,10,0,10,0,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
d136941f-7989-4002-b25f-31c108ce9cbe,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,10,0,8,0,9,0,8,0,9,0,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
4fc9dec8-c777-444b-a32a-8556f8c5161b,F,Si,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,
3ce237f9-6936-4bb6-af55-f049806357f9,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,6,0,10,0,10,0,10,0,10,1,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
ad0d64db-fafd-4b90-92c0-814842b8cab5,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,1,10,0,8,0,8,1,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
998f21f3-208c-4ffc-971c-920b3ef6375a,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,5,7,2,8,0,8,1,9,0,AC,0,NA,0,NA,0,NA,0,NA,0,NA,0,,
68daa30b-c762-462d-97e6-3247fb8dd5a9,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,NP,15,5,6,5,3,8,10,8,1,10,0,AC,0,NA,0,NA,0,NA,0,NA,0,NA,0,,
0e01e91d-9113-4b20-ba0b-64ca47ec2052,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,6,0,5,0,10,0,9,0,8,0,10,0,AC,0,AC,0,AC,0,NA,0,AC,0,NA,0,,
45c89019-871f-47b5-a1ff-1ba7f9e6bc1e,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,7,0,9,1,10,0,8,0,8,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
26db7a95-bfea-4ec4-b5d4-c56a1ead900f,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,4,5,8,6,4,8,6,8,3,9,0,AC,0,AC,0,AC,0,NA,0,NA,0,NA,0,,
33958b96-ec5d-4c80-ad31-9ffc24b4dca1,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,6,5,3,9,2,5,4,8,1,10,0,AC,0,NA,0,NA,0,AC,0,NA,0,NA,0,,
b5c4f5f2-f5e1-4448-a30b-c517fb326aa1,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,7,0,10,1,10,0,10,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
ab9c6a1f-334a-480b-b928-9fbb054d0828,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,9,0,9,0,9,0,9,0,8,1,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
cc878886-ad6a-4f85-85ba-67f7b688bc14,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,6,0,8,1,8,0,8,3,10,0,AC,0,NA,0,AC,0,NA,0,AC,0,NA,0,,
2ac4d992-d715-40ec-8ce3-c0b4c03cdf80,M,Si,ENFERMERIA GENERAL,MATUTINO,6,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,
9c0c1aaf-660e-40db-b59b-0d2c181fc2aa,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,6,5,8,2,8,0,9,1,10,0,AC,0,NA,0,AC,0,AC,0,NA,0,NA,0,,
2a3f52e2-2565-4010-8fcd-e2c3d81725d1,M,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,0,8,0,8,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
e90c124d-8003-4692-9877-2a3ea57a5a22,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,7,0,10,2,8,0,10,0,10,1,9,0,AC,0,AC,0,AC,0,AC,0,NA,0,NA,0,,
4a92eb8f-12dc-4cb3-8295-d26943ccc0b5,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,6,3,8,3,9,0,9,4,9,1,9,0,AC,0,AC,0,AC,0,NA,0,AC,0,AC,0,,
