Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,BIO,Faltas_BIO,ETI,Faltas_ETI,APL,Faltas_APL,APL0,Faltas_APL0,EJE,Faltas_EJE,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
9d5e247e-8f85-4bfc-9f60-c37159280527,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,10,0,10,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
dbe79628-e14c-45ae-802a-a34f9c2dd181,M,No,ENFERMERIA GENERAL,MATUTINO,9,1,10,0,8,0,10,0,8,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,,
27ffdce5-3503-42b4-83fc-b283e09ac866,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,7,1,10,2,8,2,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
337eb250-5db4-4a4f-8d06-b6141d872fef,F,No,ENFERMERIA GENERAL,MATUTINO,6,3,7,0,9,2,10,2,8,6,9,1,10,0,AC,0,AC,0,NA,0,AC,0,,
bb57c704-f6ac-41c7-be4e-c6da4e759c52,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,8,1,5,0,5,2,6,0,9,1,9,0,AC,0,AC,0,AC,0,NA,0,,
7c8c9ba0-9b72-4113-8bde-ba31d6794674,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,1,7,1,10,2,7,6,9,1,9,0,AC,0,AC,0,NA,0,NA,0,,
c21eabf1-e134-41e5-957d-adc9ed8b4910,M,No,ENFERMERIA GENERAL,MATUTINO,8,4,8,1,9,2,10,4,8,3,10,1,8,0,AC,0,AC,0,AC,0,AC,0,,
421a3f61-edf3-4112-bedf-652bbe2600ed,F,No,ENFERMERIA GENERAL,MATUTINO,5,4,NP,11,5,2,9,4,7,23,6,9,10,0,NA,0,AC,0,NA,0,NA,0,,
6cc3f11c-6b5d-4fb2-b9b2-945047e9b7f2,F,No,ENFERMERIA GENERAL,MATUTINO,8,2,8,1,9,1,10,2,8,3,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
426572e8-6238-46bc-afe3-9453d8c8cfce,M,No,ENFERMERIA GENERAL,MATUTINO,9,1,8,0,8,0,9,0,8,0,9,1,9,0,AC,0,AC,0,NA,0,AC,0,,
9d2aa529-cc88-4c58-9ea4-0bf8bdf9608d,F,No,ENFERMERIA GENERAL,MATUTINO,9,2,8,0,9,0,10,2,8,3,10,1,10,0,AC,0,AC,0,AC,0,AC,0,,
7f78dcf1-3e25-4136-b082-c5514ced3b8d,M,No,ENFERMERIA GENERAL,MATUTINO,NP,18,NP,0,5,20,NP,20,NP,51,NP,21,5,0,NA,0,AC,0,NA,0,AC,0,,
2eea0632-7c8c-4a4c-a897-feaa7a4e8852,M,No,ENFERMERIA GENERAL,MATUTINO,9,2,8,0,9,2,10,4,9,0,9,1,10,0,AC,0,AC,0,AC,0,AC,0,,
af79ec63-67c8-47b8-91c0-d2194cf3b287,F,No,ENFERMERIA GENERAL,MATUTINO,NP,15,5,6,5,3,5,8,5,33,6,10,10,0,AC,0,AC,0,NA,0,NA,0,,
ce8ae192-bfe7-4dbd-9305-a57be9a30dfe,F,No,ENFERMERIA GENERAL,MATUTINO,9,1,8,0,10,0,10,2,8,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,,
