Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,BIO,Faltas_BIO,ETI,Faltas_ETI,APL,Faltas_APL,APL0,Faltas_APL0,EJE,Faltas_EJE,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
a29310b5-7f3a-4abc-9388-f6dfed3cda35,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,8,2,5,0,5,1,6,0,5,6,10,0,AC,0,AC,0,NA,0,AC,0,,
b2797b1f-9019-4263-bb8a-2c3bfb835725,F,Si,ENFERMERIA GENERAL,MATUTINO,6,1,,,,,,,,,,,,,,,,,,,,,,
cbc0bf38-0e27-46c1-bae7-01cf574a3760,F,No,ENFERMERIA GENERAL,MATUTINO,6,2,9,1,8,2,5,3,6,0,8,3,10,0,NA,0,AC,0,NA,0,AC,0,,
f07cc6d7-ffb9-42e6-879b-0a2535464ff0,F,Si,ENFERMERIA GENERAL,MATUTINO,6,1,,,,,,,,,,,,,,,,,,,,,,
e4994ddb-4187-4fef-b240-2b562e978a9a,F,No,ENFERMERIA GENERAL,MATUTINO,6,1,8,1,8,0,5,8,6,7,8,8,10,0,NA,0,AC,0,AC,0,NA,0,,
fed2efb2-1ad6-4159-a4bb-bfc369afdc4a,F,No,ENFERMERIA GENERAL,MATUTINO,NP,20,NP,0,5,24,5,15,5,38,NP,48,NP,50,NA,0,NA,0,NP,0,NA,0,,
5cce485c-dac4-4e8d-9af2-b6226df86d4c,M,No,ENFERMERIA GENERAL,MATUTINO,,,,,,,,,8,0,5,6,,,,,,,,,,,,
c4b61e3e-2d9c-498f-9dc2-48b50869aeb2,F,Si,ENFERMERIA GENERAL,MATUTINO,6,0,,,,,,,,,,,,,,,,,,,,,,
209783b5-06b2-4704-9493-622cf4820e30,M,No,ENFERMERIA GENERAL,MATUTINO,9,0,10,0,10,0,8,2,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
e6d5a0d8-4917-4a81-9033-fd79feaa5c1a,F,Si,ENFERMERIA GENERAL,MATUTINO,6,0,,,,,,,,,,,,,,,,,,,,,,
575e6ccd-4e17-4271-a99a-483f1762b963,M,Si,ENFERMERIA GENERAL,MATUTINO,6,0,,,,,,,,,,,,,,,,,,,,,,
e95dccc3-5e52-4005-8e9f-958058d32fd9,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,7,0,9,0,9,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
e26a913b-a592-4e72-8a5a-0293cc26a7fe,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,7,0,8,4,5,3,8,5,8,0,10,0,AC,0,AC,0,NA,0,AC,0,,
3d19512d-3b9d-4b50-b468-d24c46c41a04,M,No,ENFERMERIA GENERAL,MATUTINO,7,1,7,0,9,2,5,5,9,3,9,0,10,0,AC,0,AC,0,NA,0,AC,0,,
6b9b8b26-15a0-4b92-81dc-9638b07cbe46,M,Si,ENFERMERIA GENERAL,MATUTINO,6,0,,,,,,,,,,,,,,,,,,,,,,
11ea02d7-4611-4bcb-8078-9a034ad5a023,M,No,ENFERMERIA GENERAL,MATUTINO,6,0,10,0,9,0,7,0,8,0,8,0,10,0,AC,0,AC,0,NA,0,NA,0,,
59aafd35-4a38-45d2-83cd-7f55ebcaae03,M,No,ENFERMERIA GENERAL,MATUTINO,6,1,7,0,7,2,5,3,9,3,8,0,9,0,AC,0,AC,0,NA,0,AC,0,,
a0dc83b9-63e9-4743-84f7-19308ffdb6fe,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,8,0,8,4,5,0,10,0,10,0,8,0,AC,0,AC,0,AC,0,AC,0,,
99e5aeee-96f4-4c8d-b56a-2f3cdab00c35,F,Si,ENFERMERIA GENERAL,MATUTINO,6,1,,,,,,,,,,,,,,,,,,,,,,
3ee43815-7d79-4cf0-9bad-845545783d98,F,No,ENFERMERIA GENERAL,MATUTINO,6,1,7,1,7,3,5,3,5,0,6,0,10,0,AC,0,AC,0,AC,0,NA,0,,
d4001ecd-2b1a-496d-9d53-512ca6f9047a,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,8,0,10,0,9,2,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
c1136d1a-4697-4b11-a0dd-749e2ddcfaa7,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,8,0,9,1,7,1,7,0,8,0,9,0,AC,0,AC,0,AC,0,AC,0,,
13513c94-8628-41bd-a5c6-f6b9aafade58,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,10,0,8,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
15ff05fa-00aa-4771-9041-184cb07768cc,M,No,ENFERMERIA GENERAL,MATUTINO,6,0,9,0,9,0,5,0,8,0,8,0,10,0,AC,0,AC,0,AC,0,AC,0,,
61927835-95ab-420b-b9b8-1e8afe7a1620,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,
8d0615f6-6527-41f9-9eb0-f37212f1076c,F,No,ENFERMERIA GENERAL,MATUTINO,6,1,7,0,10,1,7,2,9,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,,
92bf0211-9498-4665-9e6b-fe249ce7f6fd,F,Si,ENFERMERIA GENERAL,MATUTINO,6,0,,,,,,,,,,,,,,,,,,,,,,
cebcc44c-3b7d-4fe6-8455-72c96fc65674,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,7,0,10,0,8,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
d4502d2a-febe-4940-ac83-9585659b02cb,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,8,0,10,0,7,0,10,5,9,0,10,0,AC,0,AC,0,AC,0,AC,0,,
f3175b10-6d39-4b5d-a217-6a732ebec464,M,No,ENFERMERIA GENERAL,MATUTINO,10,2,9,0,8,2,5,2,7,0,8,0,10,0,AC,0,AC,0,NA,0,AC,0,,
41b09899-c2d2-4c4c-833b-465347e2fefd,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,8,0,10,0,8,1,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
6b40b94e-6ec0-4df5-9038-7fe3d9adcd3b,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,7,0,10,0,8,0,8,0,8,0,10,0,AC,0,AC,0,AC,0,AC,0,,
59566d77-4734-4ca4-bbc5-4faa388f4066,M,Si,ENFERMERIA GENERAL,MATUTINO,6,0,,,,,,,,,,,,,,,,,,,,,,
cada6473-7fc1-4ba9-91e1-2d1a27fd854e,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,7,0,6,4,8,1,7,0,8,8,10,0,AC,0,AC,0,AC,0,AC,0,,
efcdbd2c-86ab-49d1-9cb4-b7c0ebed6eb3,M,No,ENFERMERIA GENERAL,MATUTINO,6,1,9,1,8,2,8,3,8,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
b8812052-1fd7-4696-9bce-da3911f91f66,M,No,ENFERMERIA GENERAL,MATUTINO,9,1,7,1,8,1,5,2,7,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,,
39bdb935-4d26-484a-95d4-66dd37d2a2a5,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,7,0,9,0,7,2,9,0,10,0,10,0,AC,0,AC,0,NA,0,AC,0,,
a1d8b17b-911b-4b5c-b924-14efdd3a72d4,F,No,ENFERMERIA GENERAL,MATUTINO,6,2,5,3,5,8,5,5,5,10,5,20,10,0,NA,0,AC,0,NP,0,NA,0,,
e5f8026c-6647-4ba8-a19b-74f152290a9f,M,Si,ENFERMERIA GENERAL,MATUTINO,6,0,,,,,,,,,,,,,,,,,,,,,,
a5243d59-58b5-4aab-89a9-3031d4b15d98,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,8,0,10,0,7,0,8,0,10,0,10,0,AC,0,AC,0,NA,0,AC,0,,
bf6fea90-e41d-47d7-b924-b4472b875d09,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,7,0,9,1,9,1,6,3,8,0,10,0,AC,0,AC,0,AC,0,AC,0,,
e1e5904d-9eec-496b-a326-89bf527381c1,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,7,0,9,0,7,0,8,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,,
95bff90a-76b9-4da5-99f9-988b43c19539,M,No,ENFERMERIA GENERAL,MATUTINO,6,0,8,0,8,0,6,0,7,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,,
