Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,EJE,Faltas_EJE,APL,Faltas_APL,REA,Faltas_REA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
abd01bf0-d192-4620-b3f2-304128cad1e4,F,No,ENFERMERIA GENERAL,MATUTINO,7,5,10,0,8,1,7,0,6,3,9,2,10,0,AC,0,NA,0,AC,0,,
f264d758-b9e8-48a3-8e3a-e757589b7644,M,No,ENFERMERIA GENERAL,MATUTINO,6,1,8,0,8,2,5,0,10,0,8,1,9,0,AC,0,NA,0,AC,0,,
7eaf4d66-ca71-416f-9333-a31c86015b53,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,10,0,9,1,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
3a7ab972-d1b7-4570-833a-b00e08525a43,M,No,ENFERMERIA GENERAL,MATUTINO,6,0,7,2,9,0,5,0,10,0,8,2,10,0,AC,0,NA,0,AC,0,,
58121c18-0217-4df3-9f12-487313db5d9a,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,8,1,9,1,9,0,9,0,8,1,8,0,AC,0,NA,0,AC,0,,
abf34a7e-493b-4ec7-ae50-e53f841e6510,F,No,ENFERMERIA GENERAL,MATUTINO,7,6,7,2,8,1,7,0,6,4,7,3,8,0,AC,0,NA,0,AC,0,,
a93ebd02-eb34-48cf-91e5-3ebfb30d7214,F,No,ENFERMERIA GENERAL,MATUTINO,6,3,6,2,7,3,6,0,9,0,8,2,10,0,AC,0,AC,0,AC,0,,
45bb9c6f-a869-4528-8682-dd9f57c648db,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,8,0,8,0,9,0,9,0,9,0,8,0,AC,0,AC,0,AC,0,,
993c8dd4-cba8-433a-9c5c-defb99bfcc45,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,6,0,7,0,5,0,9,1,7,0,8,0,AC,0,NA,0,AC,0,,
e926e2e1-44f4-46c1-8601-67e758d145b9,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,8,0,7,0,8,0,9,1,9,0,9,0,AC,0,AC,0,NA,0,,
