Id Unico,Genero,Repetidor,Especialidad,Turno,PRO,Faltas_PRO,TEM,Faltas_TEM,APL,Faltas_APL,PRO0,Faltas_PRO0,APL0,Faltas_APL0,INT,Faltas_INT,TEM0,Faltas_TEM0,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TUT,Faltas_TUT
9e0601fb-36b6-40c2-84b4-9f9f17175514,M,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,2,10,2,8,1,10,0,9,1,9,2,AC,0,AC,0,,
ae9e1b4e-6556-4195-a040-e557cddaf04b,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,7,3,9,6,8,4,10,0,7,0,8,1,AC,0,NA,0,,
d65718fa-2c62-495a-a6ee-d6116c725f48,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,7,1,10,2,7,1,10,0,10,1,8,2,AC,0,AC,0,,
a7530ed6-7af3-4d4a-a7d1-7b844f8c0b6c,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,10,1,10,0,10,0,10,0,9,4,9,2,AC,0,AC,0,,
39836f75-8ec9-4da4-b650-a9aad0537fc6,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,10,1,9,0,10,0,10,0,10,4,9,1,AC,0,AC,0,,
31b9d49a-749a-4e01-8b67-6ce7edc8bb38,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,1,8,9,6,1,10,0,7,5,5,4,AC,0,AC,0,,
1e1476a7-03ca-44d8-bc12-0368cb542be9,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,8,0,10,0,10,0,10,1,10,0,AC,0,AC,0,,
094d80c9-5f00-440a-8190-0d5a90f52128,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,5,5,8,7,6,10,0,5,1,5,3,AC,0,NA,0,,
1e71af9d-1955-4281-a937-c74f3666a448,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,0,10,3,10,0,10,0,10,3,10,1,AC,0,AC,0,,
2dd5bb81-5f76-4886-9aa7-1abccdef882a,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,5,0,8,5,7,0,10,0,7,1,8,0,AC,0,AC,0,,
5a165134-696e-4bdb-836e-74c71961f056,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,3,7,3,9,0,10,0,10,5,10,0,AC,0,AC,0,,
e9c130f7-9c95-49f3-b6fd-33a6e96390ea,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,,
403a8d8f-fa4f-479b-8b03-4a88ddb12901,M,No,ENFERMERIA GENERAL,MATUTINO,6,0,5,8,7,9,7,4,10,0,7,8,5,4,AC,0,NA,0,,
5d1863dd-e729-4848-a88d-f197318de50c,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,5,3,8,3,8,0,10,0,9,4,7,4,AC,0,NA,0,,
f3996a48-d7cc-49e8-a68a-86b6ab4252d9,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,1,7,4,9,2,10,0,7,2,7,2,AC,0,AC,0,,
c8e4476a-cca4-4a25-8d7e-6e1495f5f189,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,8,3,7,0,8,1,10,0,9,3,6,1,AC,0,AC,0,,
3cc2ea97-c4c3-450c-945c-59f8b172b18b,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,10,0,8,3,9,0,10,0,9,4,9,0,AC,0,AC,0,,
c7e18218-67d2-4bb2-9c31-0d0aee8a4ed3,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,1,10,3,10,1,10,0,9,4,10,0,AC,0,AC,0,,
4d7fd95c-bb7b-46bc-99a3-4ceff2c557f2,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,1,8,6,9,0,10,0,10,5,10,1,AC,0,AC,0,,
3339cb2d-30c7-4a6e-bb82-1055ffe14b2b,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,8,3,8,3,7,1,10,0,9,4,7,0,AC,0,AC,0,,
17f07351-9bb8-4f43-ad8d-cebbfb83a215,M,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,1,8,0,7,0,10,0,9,2,7,0,AC,0,AC,0,,
ba10f299-bc84-434d-a192-8c2bc3ca79d4,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,9,2,9,5,8,1,10,0,10,4,8,3,AC,0,AC,0,,
243c8df2-6b03-4165-b804-ac1e9ef49dcf,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,
ebaa8f66-f81d-403e-a6ab-e4bf7b23de9a,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,8,1,7,3,7,0,10,0,10,5,6,0,AC,0,AC,0,,
26c7e470-7609-41c6-bc17-f487bf6f8382,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,8,2,9,0,7,1,10,0,9,4,8,2,AC,0,AC,0,,
01dde86c-5ee2-4e00-abf6-6370cca2644b,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,10,0,10,0,10,0,10,3,10,1,AC,0,AC,0,,
522a9df7-6cf0-44b4-b73d-ffaa266c781d,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,8,3,9,0,9,2,10,0,9,1,9,1,AC,0,AC,0,,
a65ba8d8-95fb-4193-9e66-208334d47604,M,No,ENFERMERIA GENERAL,MATUTINO,6,0,7,1,7,3,7,0,10,0,8,0,8,0,AC,0,AC,0,,
ac7e7496-d9d0-4d47-8c67-c10f2603aef0,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,7,5,7,8,10,3,10,0,8,6,5,0,AC,0,AC,0,,
