Id Unico,Genero,Repetidor,Especialidad,Turno,PRO,Faltas_PRO,TEM,Faltas_TEM,APL,Faltas_APL,PRO0,Faltas_PRO0,APL0,Faltas_APL0,INT,Faltas_INT,TEM0,Faltas_TEM0,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TUT,Faltas_TUT
708ffccb-a0d2-46b9-99de-29ed92e73d44,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,3,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,,
821c04ae-1fba-495b-9757-ca70b71442f8,F,No,ENFERMERIA GENERAL,MATUTINO,10,1,10,3,10,1,10,0,10,0,10,0,10,0,AC,0,AC,0,,
40bb3b6d-b993-4c00-9112-48a504c3f059,F,No,ENFERMERIA GENERAL,MATUTINO,9,2,10,9,9,1,8,0,10,0,10,0,10,0,AC,0,AC,0,,
a322e1ea-e230-4c1f-8d8a-f1512c53ebdc,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,6,9,0,10,0,10,0,10,0,9,0,AC,0,AC,0,,
f5a31685-2e63-4fe1-aeba-e0305de2459f,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,9,0,10,0,10,0,10,0,10,2,AC,0,AC,0,,
fac666c9-7dfc-4107-8dc1-d5ef2d1dc793,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,3,9,0,9,0,10,0,10,0,10,0,AC,0,AC,0,,
8ef152e3-28eb-4fd1-8b2d-f56b61f00212,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,,
8a775b92-5078-4eba-926b-e818b0b5201e,M,No,ENFERMERIA GENERAL,MATUTINO,9,2,10,2,8,3,9,1,10,0,9,0,10,3,AC,0,AC,0,,
c0b452a6-bb1a-493f-ab2f-af0f421c9355,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,1,10,0,10,0,10,0,AC,0,AC,0,,
1329b9d3-1452-4873-8d19-7a91c4ccc1f4,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,8,0,10,0,10,0,10,0,8,2,AC,0,AC,0,,
b50f10dc-ba9b-418a-8c27-59070f2d3f23,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,,
7445b853-c7c4-4b9b-a98f-06cde7b79d51,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,,
036df128-8808-4e57-957a-1f30227c5f51,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,2,10,0,10,0,10,0,10,0,AC,0,AC,0,,
49b907a9-ecfa-4ab9-819c-a481686fdd89,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,,
4da9aacc-b129-458d-b7ad-ef5d64fa0c9f,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,9,0,10,0,10,0,10,0,10,0,AC,0,AC,0,,
909a3546-f48b-40ff-81a0-324205d2c022,M,No,ENFERMERIA GENERAL,MATUTINO,9,0,10,0,10,0,9,1,10,0,10,0,9,0,AC,0,AC,0,,
b60a3cf9-adc5-43fa-86c4-befb62d60519,F,No,ENFERMERIA GENERAL,MATUTINO,10,2,10,5,10,2,10,0,10,0,10,0,10,0,AC,0,AC,0,,
3a6a2ce0-d818-4bbf-83c9-ee8aaa37e651,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,10,2,AC,0,AC,0,,
918307bc-2a43-4bb8-9b54-552cf26a5701,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,3,10,0,10,1,10,0,10,0,10,0,AC,0,AC,0,,
3c72928c-569b-4486-80e0-ddc19a34504d,F,No,ENFERMERIA GENERAL,MATUTINO,7,1,10,3,8,2,9,0,10,0,9,0,7,5,AC,0,NA,0,,
eaba121c-ed99-462a-badc-498aa9176fc5,F,No,ENFERMERIA GENERAL,MATUTINO,7,1,10,3,8,2,9,0,10,0,9,0,7,5,AC,0,NA,0,,
c4b61e3e-2d9c-498f-9dc2-48b50869aeb2,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,2,9,0,9,0,10,0,8,0,10,2,AC,0,NA,0,,
d76fbf93-d1d5-4d22-89f6-381d5d006f98,F,No,ENFERMERIA GENERAL,MATUTINO,10,1,10,3,9,0,10,0,10,0,10,0,9,2,AC,0,NA,0,,
62583c99-84a1-46b4-a669-5aa419608c36,M,No,ENFERMERIA GENERAL,MATUTINO,10,2,10,0,9,2,9,0,10,0,9,0,10,4,AC,0,NA,0,,
ccc1cd47-5696-4896-a53c-b68f7de677aa,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,10,2,9,0,9,0,10,0,5,0,6,3,AC,0,AC,0,,
e2e31733-2b64-49fe-9cd8-3ac5eaa731fe,M,No,ENFERMERIA GENERAL,MATUTINO,10,2,10,0,10,0,10,0,10,0,10,0,10,2,AC,0,AC,0,,
