Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,ECO,Faltas_ECO,REA,Faltas_REA,REA0,Faltas_REA0,REA1,Faltas_REA1,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TAL3,Faltas_TAL3,TAL4,Faltas_TAL4,TUT,Faltas_TUT
9e0601fb-36b6-40c2-84b4-9f9f17175514,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,7,0,8,0,8,0,10,0,9,1,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
ae9e1b4e-6556-4195-a040-e557cddaf04b,M,Si,ENFERMERIA GENERAL,MATUTINO,5,0,6,1,6,2,5,7,9,6,8,3,,,,,,,,,,,,,,,,
d65718fa-2c62-495a-a6ee-d6116c725f48,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,7,0,6,0,5,2,9,3,9,2,10,0,NA,0,AC,0,NA,0,AC,0,NA,0,AC,0,,
a7530ed6-7af3-4d4a-a7d1-7b844f8c0b6c,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,6,0,9,2,9,1,8,3,10,1,10,0,AC,0,AC,0,NA,0,AC,0,AC,0,AC,0,,
39836f75-8ec9-4da4-b650-a9aad0537fc6,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,10,4,9,0,10,6,10,2,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
31b9d49a-749a-4e01-8b67-6ce7edc8bb38,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,7,0,5,2,5,1,9,8,8,2,9,0,AC,0,AC,0,NA,0,AC,0,AC,0,AC,0,,
1e1476a7-03ca-44d8-bc12-0368cb542be9,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,9,1,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
094d80c9-5f00-440a-8190-0d5a90f52128,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,7,0,5,6,5,7,8,9,8,2,9,0,NA,0,AC,0,NA,0,AC,0,AC,0,NA,0,,
1e71af9d-1955-4281-a937-c74f3666a448,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,8,0,10,0,10,1,10,0,9,1,10,0,AC,0,AC,0,AC,0,AC,0,NA,0,AC,0,,
2dd5bb81-5f76-4886-9aa7-1abccdef882a,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,8,2,8,1,8,3,10,2,10,0,AC,0,AC,0,NA,0,AC,0,AC,0,AC,0,,
