Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,ECO,Faltas_ECO,REA,Faltas_REA,REA0,Faltas_REA0,REA1,Faltas_REA1,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TAL3,Faltas_TAL3,TAL4,Faltas_TAL4,TUT,Faltas_TUT
332599e5-0d46-4ace-9e89-6adf59513cc9,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,0,7,0,10,0,8,4,6,0,8,0,AC,0,AC,0,AC,0,NA,0,AC,0,AC,0,,
00ed1b3b-936c-4368-8575-bc284b2f3002,M,Si,ENFERMERIA GENERAL,MATUTINO,,,8,1,9,2,,,,,,,,,,,,,,,,,,,,,,
329933ea-3bd9-4b1e-81d7-d24019d54063,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,8,0,8,0,10,0,10,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
8bb36f4d-2df3-4744-94cf-cb7c7ef86445,F,No,ENFERMERIA GENERAL,MATUTINO,5,4,8,0,6,2,7,2,6,3,6,6,8,0,AC,0,AC,0,AC,0,NA,0,AC,0,AC,0,,
746abfea-e39c-44e5-a1dd-b223b7f683dd,F,No,ENFERMERIA GENERAL,MATUTINO,9,1,10,0,9,0,9,2,8,0,10,0,8,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
1a061d07-964f-4804-948b-a7c44456a15f,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,0,9,0,10,0,8,0,8,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
3a7f285c-b21c-4a85-840d-fded94f13ada,F,No,ENFERMERIA GENERAL,MATUTINO,7,1,9,0,8,0,10,0,6,3,10,0,9,0,AC,0,AC,0,AC,0,NA,0,AC,0,AC,0,,
1ccc7ee5-d954-440f-8401-ed5bc4bbe68b,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,0,5,2,10,0,10,3,6,0,8,0,NA,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
25a13536-c5ac-4cf7-9626-70e5eee47e94,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,10,0,8,0,10,0,8,3,7,0,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
fb98d7a7-bc59-4282-8f2b-8f669481ef5c,M,No,ENFERMERIA GENERAL,MATUTINO,8,1,5,0,5,2,10,0,6,3,5,0,8,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
e5d505a0-5908-4cf1-b718-c0a7259f4f9e,F,No,ENFERMERIA GENERAL,MATUTINO,5,1,8,0,6,0,5,0,5,1,5,3,7,0,NA,0,NA,0,AC,0,NA,0,NA,0,NA,0,,
f487ef30-bad9-40a2-87ae-5c3603f727af,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,8,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
