Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,EJE,Faltas_EJE,APL,Faltas_APL,REA,Faltas_REA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
c740e564-78c6-4f03-a8da-076a03d7177e,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,6,0,5,0,8,0,5,0,6,0,10,0,NA,0,NA,0,AC,0,,
1b4b9d66-44b6-4779-b595-f5ec6370b7c9,M,Si,ENFERMERIA GENERAL,MATUTINO,7,0,,,,,,,,,,,,,,,,,,,,
4969c3e1-d4cc-4c98-86f7-69171b3f4932,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,7,0,10,3,8,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,,
e41cdcda-66f3-478e-bcaa-bd5471f8a428,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,5,2,6,3,9,0,7,0,8,6,8,0,AC,0,AC,0,AC,0,,
63391655-3ffa-4d2f-8874-9891cc121baf,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,7,0,5,2,8,0,7,0,6,12,9,0,NA,0,AC,0,AC,0,,
aa1a0d19-0e84-4699-878c-0b26343b4ad6,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,7,0,5,1,6,0,5,0,5,3,8,0,NA,0,NA,0,NA,0,,
34246b29-3ab4-426b-ad62-5a56aaaeced8,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,0,10,1,9,0,9,0,10,3,10,0,AC,0,AC,0,AC,0,,
811430c6-b2a8-4497-8c13-dc5801d32729,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,7,0,8,0,10,0,7,0,6,0,10,0,AC,0,AC,0,AC,0,,
3e489edf-e0ed-485d-97ac-a63ce6790008,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,5,0,10,0,9,0,8,0,8,0,10,0,AC,0,AC,0,AC,0,,
916434e4-1bf7-4087-91ce-4f6bcb867018,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,0,10,0,10,0,9,0,10,4,10,0,AC,0,AC,0,AC,0,,
0ba2afae-e540-4f2b-9f24-8a783e575382,M,No,ENFERMERIA GENERAL,MATUTINO,6,4,5,2,5,2,6,0,5,0,6,3,9,0,NA,0,AC,0,AC,0,,
577544fb-c4ce-419d-bf90-74681c4e524b,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,5,0,5,0,9,0,7,0,7,3,8,0,NA,0,AC,0,AC,0,,
16ef506f-5805-4e5e-aea0-bd7f3e541527,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,NP,13,NP,18,6,0,5,0,NP,42,5,0,NP,0,NA,0,NA,0,,
1c8e6604-7fae-451d-8e50-5aafbf63dd82,M,Si,ENFERMERIA GENERAL,MATUTINO,5,3,,,,,,,,,,,,,,,,,,,,
ebaec0b0-e607-4919-9b98-b2a444770b9c,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,6,1,9,0,8,0,5,0,7,0,9,0,NA,0,AC,0,AC,0,,
378cbeae-fba1-49e3-bbf6-8a1b035dd12a,M,No,ENFERMERIA GENERAL,MATUTINO,6,0,5,6,5,3,7,0,5,0,8,9,9,0,NA,0,AC,0,NA,0,,
61badcca-b6b9-4369-bb5a-459b176b0943,F,No,ENFERMERIA GENERAL,MATUTINO,8,2,5,2,7,2,8,0,6,0,8,6,9,0,AC,0,AC,0,AC,0,,
c6871a52-28a8-4213-a275-5d1754a97c77,M,Si,ENFERMERIA GENERAL,MATUTINO,,,5,9,5,6,,,,,,,,,,,,,,,,
afaa11fc-1396-43fb-8b42-b0895072093f,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,0,10,0,6,0,7,3,10,0,AC,0,AC,0,AC,0,,
196d3147-33b4-447f-af88-01f363c00aea,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,6,2,5,4,7,0,6,0,6,0,9,0,AC,0,AC,0,AC,0,,
ef00e109-d4ab-464c-809a-bd1b9cf385d6,M,Si,ENFERMERIA GENERAL,MATUTINO,5,0,,,,,,,,,,,,,,,,,,,,
288726cb-5946-4c41-96c9-3fab51ac135f,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,7,0,5,1,7,0,8,0,7,0,10,0,NA,0,AC,0,AC,0,,
4e6a97bb-aa77-41b0-a7a3-1510dd05742b,F,No,ENFERMERIA GENERAL,MATUTINO,8,3,5,2,6,4,9,0,8,0,10,3,8,0,AC,0,AC,0,NA,0,,
a947242d-a1c8-4957-9902-02f6b8739877,F,No,ENFERMERIA GENERAL,MATUTINO,8,3,8,0,9,1,10,0,9,0,9,0,10,0,AC,0,AC,0,AC,0,,
096a974b-cc18-45cb-8c44-5da2705365f7,F,No,ENFERMERIA GENERAL,MATUTINO,5,4,5,2,5,5,6,0,7,0,5,9,9,0,NA,0,NA,0,AC,0,,
e12ab791-5cfb-451c-bfbd-5596774a9549,F,Si,ENFERMERIA GENERAL,MATUTINO,,,5,11,5,3,,,,,,,,,,,,,,,,
f1753a84-f5a0-4d09-8666-76cc73682bbb,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,9,2,8,2,10,0,8,0,9,0,9,0,AC,0,AC,0,AC,0,,
55ca528b-ed9c-467b-a6b9-fec574b3ba44,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,5,1,8,0,9,0,6,0,7,0,10,0,NA,0,NA,0,AC,0,,
b6161662-7c10-4248-8828-53692855e046,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,7,0,8,1,10,0,7,0,10,6,10,0,AC,0,AC,0,AC,0,,
287b56ef-9b63-49d9-9d8b-b388365e26b9,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,5,2,5,4,6,0,6,0,7,0,9,0,AC,0,AC,0,AC,0,,
7754da5b-bd9a-4489-8dac-abe783f91ef1,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,1,9,0,8,0,5,3,10,0,NA,0,AC,0,NA,0,,
33fcf9d5-f250-44e8-aae0-17b7c8783f3d,F,Si,ENFERMERIA GENERAL,MATUTINO,5,0,,,,,,,,,,,,,,,,,,,,
6811dfff-aced-48d0-b42f-e6ce20472de5,F,Si,ENFERMERIA GENERAL,MATUTINO,,,,,,,6,0,,,,,,,,,,,,,,
f5bad58e-33ba-4e48-98e0-3947b1a3ce59,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,7,2,5,4,10,0,6,0,9,9,10,0,AC,0,AC,0,AC,0,,
9bc9ed8b-15c0-49c0-ae0f-abdd1a8b54ef,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,5,0,5,2,6,0,7,0,7,0,10,0,AC,0,AC,0,AC,0,,
21462427-55bb-4501-88de-559408d7f8fb,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,5,0,10,0,10,0,8,0,9,3,10,0,AC,0,AC,0,AC,0,,
f687333e-92d5-4fd9-aec0-c3e905743a0e,M,Si,ENFERMERIA GENERAL,MATUTINO,5,2,,,,,,,,,,,,,,,,,,,,
26380ae8-f3d6-452a-bef9-55585561b571,F,Si,ENFERMERIA GENERAL,MATUTINO,,,NP,13,,,,,,,,,,,,,,,,,,
18fa483f-7484-46a0-94d3-0a733f5c1d35,F,Si,ENFERMERIA GENERAL,MATUTINO,,,6,0,,,,,,,,,,,,,,,,,,
e8832c84-e679-48d0-a878-0b612ee3d3a9,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,8,0,5,1,6,0,5,0,5,3,8,0,NA,0,NA,0,AC,0,,
3e55cb72-6900-489c-9fb1-ed825e03d361,F,Si,ENFERMERIA GENERAL,MATUTINO,,,,,NP,18,,,,,,,,,,,,,,,,
