Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,CIE,Faltas_CIE,APL,Faltas_APL,APL0,Faltas_APL0,APL1,Faltas_APL1,APL2,Faltas_APL2,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
bd780d33-0a15-4d26-a8e2-adbc5aa1f8b0,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,7,3,8,0,10,0,8,0,10,0,9,0,9,0,AC,0,AC,0,AC,0,,
2a88f400-b378-44ae-a4e9-f9ade05ddf2a,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
6a63b462-4593-4c99-89ce-c7294d2aaffa,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,3,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
c61e1702-f854-421c-824e-e77c99b4bddf,M,No,ENFERMERIA GENERAL,MATUTINO,9,2,8,2,10,1,10,4,8,0,10,0,9,0,9,0,AC,0,AC,0,AC,0,,
c852e147-70d9-4863-8b57-bf0d5f5b3203,F,No,ENFERMERIA GENERAL,MATUTINO,7,2,7,5,9,0,10,2,8,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
2f287269-ad71-4eaa-8a63-88db5be939eb,F,No,ENFERMERIA GENERAL,MATUTINO,6,1,8,3,8,0,10,0,8,0,9,0,9,0,9,0,AC,0,AC,0,AC,0,,
6b1c5f57-a173-416f-a6c8-049b82d7cd69,M,No,ENFERMERIA GENERAL,MATUTINO,5,1,5,7,8,0,10,8,8,0,8,4,9,0,9,0,NA,0,NA,0,AC,0,,
f22dad28-d9f3-49de-bfad-4c7635aa037e,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
143c64cb-5391-4d0a-a1f3-fdb0684e88f8,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,10,0,10,2,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
22e87dd8-3a81-4745-bbf2-a0fc45fa3f2d,M,No,ENFERMERIA GENERAL,MATUTINO,8,6,9,6,5,1,10,0,8,0,7,3,8,0,8,0,NA,0,AC,0,AC,0,,
