Id Unico,Genero,Repetidor,Especialidad,Turno,ÁLG,Faltas_ÁLG,ING,Faltas_ING,QUÍ,Faltas_QUÍ,TEC,Faltas_TEC,LÓG,Faltas_LÓG,LEC,Faltas_LEC,ANA,Faltas_ANA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
97efe19b-880f-4cb4-95dc-5a719ea8b8e1,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,8,0,8,0,7,2,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
fbf1f515-d21c-4bd2-88bc-f0638a2932ee,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,8,0,7,0,8,0,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
332599e5-0d46-4ace-9e89-6adf59513cc9,F,No,ENFERMERIA GENERAL,MATUTINO,10,2,10,0,8,0,8,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
329933ea-3bd9-4b1e-81d7-d24019d54063,F,No,ENFERMERIA GENERAL,MATUTINO,10,2,10,0,9,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
8bb36f4d-2df3-4744-94cf-cb7c7ef86445,F,No,ENFERMERIA GENERAL,MATUTINO,5,1,10,0,8,0,6,0,8,0,10,0,NA,0,AC,0,AC,0,NA,0,AC,0,,
746abfea-e39c-44e5-a1dd-b223b7f683dd,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,8,0,8,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
61a27d6c-1f10-4973-8bc0-220ba22f1eeb,F,No,ENFERMERIA GENERAL,MATUTINO,5,6,10,0,6,0,6,0,5,0,8,0,NA,0,AC,0,AC,0,NA,0,AC,0,,
1a061d07-964f-4804-948b-a7c44456a15f,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,10,0,10,0,10,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
3a7f285c-b21c-4a85-840d-fded94f13ada,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,8,0,8,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
755d7634-0859-410b-93d8-afc9dacd022d,M,Si,ENFERMERIA GENERAL,MATUTINO,5,6,10,0,,,,,6,0,,,,,,,,,,,,,,
bd2cb20a-08c9-42e1-85bc-f08f2030a0b0,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,5,0,6,0,6,0,8,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
1ccc7ee5-d954-440f-8401-ed5bc4bbe68b,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,10,0,8,0,10,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
fb98d7a7-bc59-4282-8f2b-8f669481ef5c,M,No,ENFERMERIA GENERAL,MATUTINO,6,0,10,0,7,2,5,0,6,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
e5d505a0-5908-4cf1-b718-c0a7259f4f9e,F,No,ENFERMERIA GENERAL,MATUTINO,7,2,10,0,6,0,8,0,8,0,7,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
