Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,BIO,Faltas_BIO,ETI,Faltas_ETI,APL,Faltas_APL,APL0,Faltas_APL0,EJE,Faltas_EJE,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
d03b6183-35c4-4e6a-a174-31b440cc5546,M,Si,ENFERMERIA GENERAL,MATUTINO,5,6,,,,,,,,,,,,,,,,,,,,,,
821c04ae-1fba-495b-9757-ca70b71442f8,F,No,ENFERMERIA GENERAL,MATUTINO,6,2,9,0,10,0,10,0,10,0,10,1,10,0,AC,0,AC,0,AC,0,AC,0,,
00ed1b3b-936c-4368-8575-bc284b2f3002,M,No,ENFERMERIA GENERAL,MATUTINO,5,6,5,0,8,1,7,1,9,0,9,2,8,0,AC,0,AC,0,NA,0,AC,0,,
8254aaa6-e5b1-4d86-beaa-cc50fc204e41,F,Si,ENFERMERIA GENERAL,MATUTINO,,,,,,,,,,,8,0,,,,,,,,,,,,
b50f10dc-ba9b-418a-8c27-59070f2d3f23,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,0,9,0,10,0,10,0,10,1,10,0,AC,0,AC,0,AC,0,AC,0,,
b60a3cf9-adc5-43fa-86c4-befb62d60519,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
a1b3b7ca-edfe-4b3e-8eb4-eb33d5cd8949,F,No,ENFERMERIA GENERAL,MATUTINO,5,4,5,2,6,3,7,0,5,7,9,4,10,0,AC,0,AC,0,AC,0,AC,0,,
918307bc-2a43-4bb8-9b54-552cf26a5701,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,0,9,0,10,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
c4b61e3e-2d9c-498f-9dc2-48b50869aeb2,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,8,0,9,0,8,0,8,0,10,1,10,0,NA,0,AC,0,AC,0,AC,0,,
7564b96d-584e-4bf1-960a-c9a6877b89e3,M,No,ENFERMERIA GENERAL,MATUTINO,5,2,5,0,7,0,8,2,6,3,8,1,8,0,NA,0,AC,0,AC,0,NP,0,,
d76fbf93-d1d5-4d22-89f6-381d5d006f98,F,No,ENFERMERIA GENERAL,MATUTINO,9,4,8,1,9,0,8,2,5,4,10,0,9,0,AC,0,AC,0,AC,0,AC,0,,
62583c99-84a1-46b4-a669-5aa419608c36,M,No,ENFERMERIA GENERAL,MATUTINO,5,2,5,0,7,0,9,1,8,0,10,0,10,0,NA,0,AC,0,NA,0,AC,0,,
ffa60ee5-e58d-40fb-bd2f-6f9830cea604,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,5,2,9,0,9,1,6,10,10,0,8,0,AC,0,AC,0,AC,0,AC,0,,
ccc1cd47-5696-4896-a53c-b68f7de677aa,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,5,0,9,0,8,0,9,1,9,0,10,0,AC,0,AC,0,AC,0,AC,0,,
e2e31733-2b64-49fe-9cd8-3ac5eaa731fe,M,No,ENFERMERIA GENERAL,MATUTINO,7,4,8,0,9,0,9,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
d5f03178-1dc3-4b4d-a839-6203a38e043f,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
886dce83-3a10-4ca6-b693-2b258ef96cdc,F,No,ENFERMERIA GENERAL,MATUTINO,5,10,5,1,5,6,7,0,6,6,8,4,8,0,NA,0,AC,0,AC,0,AC,0,,
05f84410-60db-48ce-a771-1bc04ad76ba3,F,No,ENFERMERIA GENERAL,MATUTINO,5,3,5,6,5,0,8,5,5,9,5,10,10,0,NA,0,AC,0,NA,0,AC,0,,
337fc067-bc58-44da-b0a4-a31bc9237469,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,0,9,0,9,0,10,1,8,1,10,0,AC,0,AC,0,AC,0,AC,0,,
7a108f9b-d409-4f39-8ff2-ce9a8e5f18a9,F,No,ENFERMERIA GENERAL,MATUTINO,10,2,9,0,10,0,9,1,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
b57969b2-6ec8-4181-9a60-45b27c3f4ec1,F,No,ENFERMERIA GENERAL,MATUTINO,5,6,8,0,9,2,8,0,9,0,10,1,10,0,AC,0,AC,0,AC,0,AC,0,,
2bfc4e01-0ecc-4df4-9e4d-569e5722cdb8,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,5,0,9,0,8,2,7,3,9,2,10,0,NA,0,AC,0,AC,0,AC,0,,
64b8c5e7-3986-4ff4-bec4-536762055846,M,No,ENFERMERIA GENERAL,MATUTINO,5,4,9,0,10,0,8,1,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
a6db0ea3-b89d-4296-ade3-551272c6c750,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,6,0,10,0,9,0,8,2,10,0,9,0,AC,0,AC,0,AC,0,AC,0,,
a49833ce-15fa-43a2-adf4-2892345918d5,F,No,ENFERMERIA GENERAL,MATUTINO,5,1,5,3,8,2,8,2,6,7,10,2,10,0,AC,0,AC,0,NA,0,AC,0,,
076930c3-ab64-4f78-9c24-5aad2572b81f,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,8,0,9,0,10,0,10,0,10,0,10,0,AC,0,AC,0,NA,0,AC,0,,
fae3bc23-c761-4079-b3a0-e1558c812dbc,M,No,ENFERMERIA GENERAL,MATUTINO,8,4,10,0,9,1,8,0,9,4,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
2f2b5a22-8296-4abd-87c4-9cb6afac0d63,F,No,ENFERMERIA GENERAL,MATUTINO,8,2,7,0,10,0,8,0,10,8,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
d2fd9d71-85f7-49e5-87ce-a035b83c417a,F,No,ENFERMERIA GENERAL,MATUTINO,7,6,8,1,9,2,8,1,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
ef1d09c2-4f79-476d-a7ff-822dcdc7ed11,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,5,0,8,0,8,0,7,0,10,0,10,0,NA,0,AC,0,AC,0,AC,0,,
b3ff2500-6598-48a7-9e18-fb32645c3783,F,Si,ENFERMERIA GENERAL,MATUTINO,,,,,,,,,,,8,0,,,,,,,,,,,,
ac29be93-4049-44ac-a2e0-490dac8d0ae8,F,No,ENFERMERIA GENERAL,MATUTINO,5,4,5,0,7,0,9,1,6,0,10,2,10,0,AC,0,AC,0,AC,0,AC,0,,
d78a9932-e202-48f7-b6cb-b0fd71924f9b,F,No,ENFERMERIA GENERAL,MATUTINO,7,4,6,0,9,0,9,1,10,3,8,2,10,0,AC,0,AC,0,AC,0,AC,0,,
8124271c-5062-414e-9c3e-0d9ca4e9f9c2,F,No,ENFERMERIA GENERAL,MATUTINO,5,6,5,1,8,0,8,1,7,9,10,0,10,0,AC,0,AC,0,NA,0,AC,0,,
1d7091ed-f775-480c-9988-d1147bb43393,F,No,ENFERMERIA GENERAL,MATUTINO,5,6,8,0,6,2,8,0,8,4,9,3,10,0,AC,0,AC,0,NA,0,AC,0,,
fb581b2a-a329-458d-9f6a-f39fb87c8551,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,10,0,10,0,9,5,9,3,10,0,AC,0,AC,0,AC,0,AC,0,,
8e27486f-e8fa-4e36-aac7-9e67f22a0fd7,M,No,ENFERMERIA GENERAL,MATUTINO,9,0,7,0,9,0,8,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
d202b86f-5e64-4adc-96bf-382827603c04,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,5,2,8,4,8,0,8,8,9,4,10,0,AC,0,AC,0,NA,0,AC,0,,
61891325-66c2-4d6f-975c-403cf5c90760,F,No,ENFERMERIA GENERAL,MATUTINO,7,4,8,0,10,0,8,1,10,3,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
7bf27c72-7dd4-4d3a-8c86-b1c7bbe3a987,F,No,ENFERMERIA GENERAL,MATUTINO,5,4,6,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,,
